,method,dataset,missing_schema,accuracy,balanced_accuracy,f1_score,roc_auc,missing_rate,fold,n_neighbors
129,EM,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6431734899049387,0.3,0,
130,Oracle,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6833871696945901,0.3,1,
131,Naive,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6633041248765631,0.3,1,
132,KNN_hard,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.60137000154668,0.3,1,5.0
133,KNN_proba,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.657584383291097,0.3,1,5.0
134,EM,Employee,MAR1,0.9856334349151067,0.5,0.9927647445735585,0.6573598172538102,0.3,1,
135,Oracle,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.7017229153145357,0.3,2,
136,Naive,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.6967125189298334,0.3,2,
137,KNN_hard,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.6501195884714309,0.3,2,5.0
138,KNN_proba,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.6924217566885412,0.3,2,5.0
139,EM,Employee,MAR1,0.9857764876632801,0.5,0.992837304487648,0.6934613951587703,0.3,2,
140,Oracle,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6810945562234032,0.3,3,
141,Naive,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6765906748236302,0.3,3,
142,KNN_hard,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6381604292074031,0.3,3,5.0
143,KNN_proba,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6704417165321304,0.3,3,5.0
144,EM,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6768703081469978,0.3,3,
145,Oracle,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.7003714066002388,0.3,4,
146,Naive,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6910185643803668,0.3,4,
147,KNN_hard,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6535833969201662,0.3,4,5.0
148,KNN_proba,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.690481608903049,0.3,4,5.0
149,EM,Employee,MAR1,0.9856313497822932,0.5,0.9927636868649953,0.6879663964040345,0.3,4,
150,Oracle,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6637636672972362,0.3,0,
151,Naive,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6721484574841465,0.3,0,
152,KNN_hard,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6544047661538828,0.3,0,5.0
153,KNN_proba,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6720056870233548,0.3,0,5.0
154,EM,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6696797182662907,0.3,0,
155,Oracle,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6833871696945901,0.3,1,
156,Naive,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6449536590879347,0.3,1,
157,KNN_hard,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6189843071468513,0.3,1,5.0
158,KNN_proba,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6409293167243697,0.3,1,5.0
159,EM,Employee,MAR2,0.9856334349151067,0.5,0.9927647445735585,0.6357390155976729,0.3,1,
160,Oracle,Employee,MAR2,0.9857764876632801,0.5,0.992837304487648,0.7017229153145357,0.3,2,
