,method,dataset,missing_schema,accuracy,balanced_accuracy,f1_score,roc_auc,missing_rate,fold,n_neighbors
130,Oracle,Electricity,MAR1,0.760785611828313,0.7404344476492127,0.6824838898652607,0.8238037266560757,0.3,1,
131,Naive,Electricity,MAR1,0.7590201919894075,0.738968531921552,0.6810747663551402,0.8246481343796781,0.3,1,
132,KNN_hard,Electricity,MAR1,0.7592408694692706,0.7370144842460279,0.6752976190476191,0.819336712625303,0.3,1,5.0
133,KNN_proba,Electricity,MAR1,0.7594615469491338,0.7370018766830848,0.6749179838950193,0.8200736819864337,0.3,1,5.0
134,EM,Electricity,MAR1,0.7584684982897495,0.7380804213018979,0.6794552643139552,0.824210756593307,0.3,1,
135,Oracle,Electricity,MAR1,0.7485102626351798,0.7287520676419548,0.6687018461985754,0.8099925705702368,0.3,2,
136,Naive,Electricity,MAR1,0.7450893842418892,0.7259844368275412,0.666281421554464,0.8087271500174085,0.3,2,
137,KNN_hard,Electricity,MAR1,0.748730964467005,0.7279209983199669,0.6659821035646178,0.8075720369323159,0.3,2,5.0
138,KNN_proba,Electricity,MAR1,0.7492827190465681,0.728093537542546,0.6655872828966736,0.8079428355100324,0.3,2,5.0
139,EM,Electricity,MAR1,0.7461928934010152,0.7267045506939576,0.6665700202957379,0.808585539752683,0.3,2,
140,Oracle,Electricity,MAR1,0.7580004414036636,0.7390431612236104,0.6827715897584261,0.8202844616753825,0.3,3,
141,Naive,Electricity,MAR1,0.7577797395718384,0.7394651009951348,0.684218098115379,0.8207866024028885,0.3,3,
142,KNN_hard,Electricity,MAR1,0.7562348267490621,0.7353271005211068,0.6751948242905456,0.8181898160736374,0.3,3,5.0
143,KNN_proba,Electricity,MAR1,0.7566762304127125,0.7358810802754745,0.6760687527545174,0.8186016372658801,0.3,3,5.0
144,EM,Electricity,MAR1,0.7574486868241006,0.7388706220010313,0.6831026528258363,0.8207511126075753,0.3,3,
145,Oracle,Electricity,MAR1,0.7594350033105275,0.7391644595619453,0.6810067310506293,0.8245460284451706,0.3,4,
146,Naive,Electricity,MAR1,0.7577797395718384,0.7377944886640759,0.6797023201517584,0.8253189283975932,0.3,4,
147,KNN_hard,Electricity,MAR1,0.7585521959832267,0.7360790405593032,0.6737250223680287,0.8216026683142172,0.3,4,5.0
148,KNN_proba,Electricity,MAR1,0.7589935996468771,0.736394361409234,0.6739325171693042,0.8221479750006293,0.3,4,5.0
149,EM,Electricity,MAR1,0.7577797395718384,0.7374876415012284,0.6788588149231894,0.8252013435280096,0.3,4,
150,Oracle,Electricity,MAR2,0.7511861414542645,0.7297429601959804,0.6672568983325955,0.8159517065557333,0.3,0,
151,Naive,Electricity,MAR2,0.751627496413991,0.7301264693043217,0.6676509670751514,0.8165176017525011,0.3,0,
152,KNN_hard,Electricity,MAR2,0.7504137702747434,0.7273347412609157,0.6614785992217899,0.8139603095978936,0.3,0,5.0
153,KNN_proba,Electricity,MAR2,0.7490897053955644,0.7255030068788458,0.6582506762849414,0.8141065672944867,0.3,0,5.0
154,EM,Electricity,MAR2,0.7515171576740594,0.7298602902629748,0.6670609107037256,0.8163817589992087,0.3,0,
155,Oracle,Electricity,MAR2,0.760785611828313,0.7404344476492127,0.6824838898652607,0.8238037266560757,0.3,1,
156,Naive,Electricity,MAR2,0.7597925631689286,0.739367190038331,0.681025641025641,0.824269907491384,0.3,1,
157,KNN_hard,Electricity,MAR2,0.7595718856890654,0.7372680557244315,0.6755026061057334,0.8224888026901449,0.3,1,5.0
158,KNN_proba,Electricity,MAR2,0.7590201919894075,0.7360734019291066,0.6729559748427673,0.8220663247508885,0.3,1,5.0
159,EM,Electricity,MAR2,0.759682224428997,0.7391350713498365,0.6805514813728366,0.824153698650343,0.3,1,
160,Oracle,Electricity,MAR2,0.7485102626351798,0.7287520676419548,0.6687018461985754,0.8099925705702368,0.3,2,
161,Naive,Electricity,MAR2,0.7482895608033546,0.7288671602506318,0.6693723728076533,0.8098517578290015,0.3,2,
162,KNN_hard,Electricity,MAR2,0.7485102626351798,0.7272860200861275,0.6645075813337259,0.8093017158468665,0.3,2,5.0
163,KNN_proba,Electricity,MAR2,0.7482895608033546,0.7267192301106988,0.6632216152369703,0.8089777717741982,0.3,2,5.0
164,EM,Electricity,MAR2,0.7483999117192672,0.7288607551401012,0.669181659895531,0.8096965398197249,0.3,2,
165,Oracle,Electricity,MAR2,0.7580004414036636,0.7390431612236104,0.6827715897584261,0.8202844616753825,0.3,3,
166,Naive,Electricity,MAR2,0.7576693886559258,0.7384486822295069,0.6816468541606263,0.8203043000722008,0.3,3,
167,KNN_hard,Electricity,MAR2,0.7571176340763628,0.73674190719269,0.6777924169228517,0.8187906503330532,0.3,3,5.0
168,KNN_proba,Electricity,MAR2,0.7560141249172369,0.7347944046748833,0.6740380362671384,0.8189388401665727,0.3,3,5.0
169,EM,Electricity,MAR2,0.7577797395718384,0.7384763712481817,0.6815610039170172,0.8202619316367847,0.3,3,
170,Oracle,Electricity,MAR2,0.7594350033105275,0.7391644595619453,0.6810067310506293,0.8245460284451706,0.3,4,
171,Naive,Electricity,MAR2,0.757890090487751,0.7378903659411612,0.6798015178050204,0.8247914662992741,0.3,4,
172,KNN_hard,Electricity,MAR2,0.7582211432354888,0.7361323500201,0.6743944122455046,0.8224762556072754,0.3,4,5.0
173,KNN_proba,Electricity,MAR2,0.7585521959832267,0.7359767581716874,0.6734328358208955,0.8222317648123166,0.3,4,5.0
174,EM,Electricity,MAR2,0.7575590377400132,0.7374322634638788,0.679035792549306,0.8246746789531807,0.3,4,
175,Oracle,Electricity,MNAR,0.7511861414542645,0.7297429601959804,0.6672568983325955,0.8159517065557333,0.3,0,
176,Naive,Electricity,MNAR,0.7476553017764537,0.7234391538082814,0.6544795286297024,0.8159897784058857,0.3,0,
177,KNN_hard,Electricity,MNAR,0.7485380116959064,0.723865568496441,0.6542254589591868,0.8137029757835127,0.3,0,5.0
178,KNN_proba,Electricity,MNAR,0.7474346242965906,0.7217487437286094,0.6496249808663708,0.813708756326206,0.3,0,5.0
179,EM,Electricity,MNAR,0.7482069954761117,0.7239526005465602,0.6550785973397824,0.8159090999695027,0.3,0,
180,Oracle,Electricity,MNAR,0.760785611828313,0.7404344476492127,0.6824838898652607,0.8238037266560757,0.3,1,
181,Naive,Electricity,MNAR,0.7587995145095443,0.7360519491391975,0.6732436472346787,0.8238091583729168,0.3,1,
182,KNN_hard,Electricity,MNAR,0.7572547721505021,0.7328363478531263,0.6663633606308765,0.821888423566276,0.3,1,5.0
183,KNN_proba,Electricity,MNAR,0.7561513847511862,0.7310941869666703,0.6630070143336383,0.8216398103981997,0.3,1,5.0
184,EM,Electricity,MNAR,0.7582478208098864,0.7352660195781001,0.6718586191403325,0.8236548776817233,0.3,1,
185,Oracle,Electricity,MNAR,0.7485102626351798,0.7287520676419548,0.6687018461985754,0.8099925705702368,0.3,2,
186,Naive,Electricity,MNAR,0.744316927830501,0.7224152949054947,0.6571978103269714,0.8100212315706652,0.3,2,
187,KNN_hard,Electricity,MNAR,0.7477378062237917,0.7246374196526237,0.6579892280071813,0.8093726455922745,0.3,2,5.0
188,KNN_proba,Electricity,MNAR,0.7465239461487531,0.722628133986937,0.6540141587588493,0.8092847684727001,0.3,2,5.0
189,EM,Electricity,MNAR,0.7444272787464136,0.7223747956657589,0.6568888888888889,0.8098993600123217,0.3,2,
190,Oracle,Electricity,MNAR,0.7580004414036636,0.7390431612236104,0.6827715897584261,0.8202844616753825,0.3,3,
191,Naive,Electricity,MNAR,0.7566762304127125,0.7350287270453424,0.6736717478170786,0.8202724489778117,0.3,3,
192,KNN_hard,Electricity,MNAR,0.7559037740013242,0.7333688563587919,0.6701461377870563,0.8192000291096075,0.3,3,5.0
